System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,8437023467237,8437023467237,,,,AMS EXTRALIGHT GRIPS BLACK,Extra UK,,,All Mountain Style,,,32,,AMS GRIPS,,,
,040361015367,040361015367,,,,AMS KICKSTAND BLACK,Extra UK,,,All Mountain Style,,,36,,AMS KICK STAND,,,
,8437023467350,8437023467350,,,,AMS MUDGUARD RED BULL HARDLINE,Extra UK,,,All Mountain Style,,,17,,AMS MUDGUARDS,,,
,8437023467770,8437023467770,,,,AMS MUDGUARD REDBULL RAM FREE,Extra UK,,,All Mountain Style,,,17,,AMS MUDGUARDS,,,
,8437023467091,8437023467091,,,,AMS MUDGUARD RED BULL RAMPAGE RED,Extra UK,,,All Mountain Style,,,17,,AMS MUDGUARDS,,,
,8437023467787,8437023467787,,,,AMS MUDGUARD REDBULL RAM RIDGE BROWN,Extra UK,,,All Mountain Style,,,17,,AMS MUDGUARDS,,,
,8437023467794,8437023467794,,,,AMS MUDGUARD REDBULL RAM RIDGE WHITE,Extra UK,,,All Mountain Style,,,17,,AMS MUDGUARDS,,,
,040361015305,040361015305,,,,AMS NUMBER PLATE BLACK,Extra UK,,,All Mountain Style,,,19,,AMS NUMBER PLATES,,,
,797822098802,797822098802,,,,AMS OS SILICONE STRAP BLACK,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,797822098918,797822098918,,,,AMS OS SILICONE STRAP MAGENTA,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,797822098871,797822098871,,,,AMS OS SILICONE STRAP ORANGE,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,797822098819,797822098819,,,,AMS OS SILICONE STRAP RED,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,797822098888,797822098888,,,,AMS OS SILICONE STRAP YELLOW,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,040361015466,040361015466,,,,AMS HOOK&LOOP STRAP BLACK,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,040361015671,040361015671,,,,AMS HOOK&LOOP STRAP GREEN,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,040361015480,040361015480,,,,AMS HOOK&LOOP STRAP ORANGE,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,040361015473,040361015473,,,,AMS HOOK&LOOP STRAP RED,Extra UK,,,All Mountain Style,,,23,,AMS STRAPS,,,
,7340054900110,7340054900110,,,,BIKESHIELD - C/STAY & H/TUBE SHIELD GLOSS,Extra UK,,,Bike Shield,,,9.99,,BIKESHIELD,,,
,7340054900448,7340054900448,,,,BIKESHIELD - C/STAY & H/TUBE SHIELD MATTE,Extra UK,,,Bike Shield,,,9.99,,BIKESHIELD,,,
,7340054900127,7340054900127,,,,BIKESHIELD - CABLE SHIELD GLOSS,Extra UK,,,Bike Shield,,,7.99,,BIKESHIELD,,,
,7340054900455,7340054900455,,,,BIKESHIELD - CABLE SHIELD MATTE,Extra UK,,,Bike Shield,,,7.99,,BIKESHIELD,,,
,7340054900035,7340054900035,,,,BIKESHIELD - CHAIN STAY SHIELD GLOSS,Extra UK,,,Bike Shield,,,8.99,,BIKESHIELD,,,
,7340054900417,7340054900417,,,,BIKESHIELD - CHAINSTAY SHIELD MATTE,Extra UK,,,Bike Shield,,,8.99,,BIKESHIELD,,,
,7340054900134,7340054900134,,,,BIKESHIELD - CRANK SHIELD GLOSS,Extra UK,,,Bike Shield,,,12.99,,BIKESHIELD,,,
,7340054900462,7340054900462,,,,BIKESHIELD - CRANK SHIELD MATTE,Extra UK,,,Bike Shield,,,12.99,,BIKESHIELD,,,
,7340054900097,7340054900097,,,,BIKESHIELD - FORK SHIELD LARGE GLOSS,Extra UK,,,Bike Shield,,,16.99,,BIKESHIELD,,,
,7340054900431,7340054900431,,,,BIKESHIELD - FORK SHIELD LARGE MATTE,Extra UK,,,Bike Shield,,,16.99,,BIKESHIELD,,,
,7340054900585,7340054900585,,,,BIKESHIELD - FULL PACK BROMPTON GLOSS,Extra UK,,,Bike Shield,,,69.99,,BIKESHIELD,,,
,7340054900608,7340054900608,,,,BIKESHIELD - FULL PACK BROMPTON MATT,Extra UK,,,Bike Shield,,,69.99,,BIKESHIELD,,,
,7340054900141,7340054900141,,,,BIKESHIELD - FULL PACK OVERSIZE GLOSS,Extra UK,,,Bike Shield,,,44.99,,BIKESHIELD,,,
,7340054900165,7340054900165,,,,BIKESHIELD - FULL PACK OVERSIZE MATTE,Extra UK,,,Bike Shield,,,44.99,,BIKESHIELD,,,
,7340054900011,7340054900011,,,,BIKESHIELD - FULL PACK STD GLOSS,Extra UK,,,Bike Shield,,,29.99,,BIKESHIELD,,,
,7340054900158,7340054900158,,,,BIKESHIELD - FULL PACK STD MATTE,Extra UK,,,Bike Shield,,,29.99,,BIKESHIELD,,,
,7340054900028,7340054900028,,,,BIKESHIELD - HALF PACK GLOSS,Extra UK,,,Bike Shield,,,24.99,,BIKESHIELD,,,
,7340054900530,7340054900530,,,,BIKESHIELD - HALF PACK MATTE,Extra UK,,,Bike Shield,,,24.99,,BIKESHIELD,,,
,7340054900226,7340054900226,,,,BIKESHIELD - ROLL 9mx10cm GLOSS,Extra UK,,,Bike Shield,,,199,,BIKESHIELD BULK,,,
,7340054900394,7340054900394,,,,BIKESHIELD - ROLL 9mx10cm MATTE,Extra UK,,,Bike Shield,,,199,,BIKESHIELD BULK,,,
,7340054900219,7340054900219,,,,BIKESHIELD - ROLL 9mx20cm GLOSS,Extra UK,,,Bike Shield,,,399,,BIKESHIELD BULK,,,
,7340054900400,7340054900400,,,,BIKESHIELD - ROLL 9mx20cm MATTE,Extra UK,,,Bike Shield,,,399,,BIKESHIELD BULK,,,
,7340054900066,7340054900066,,,,BIKESHIELD - TUBE SHIELD LARGE GLOSS,Extra UK,,,Bike Shield,,,24.99,,BIKESHIELD,,,
,7340054900479,7340054900479,,,,BIKESHIELD - TUBE SHIELD LARGE MATTE,Extra UK,,,Bike Shield,,,24.99,,BIKESHIELD,,,
,7340054900073,7340054900073,,,,BIKESHIELD - TUBE SHIELD MEDUIM GLOSS,Extra UK,,,Bike Shield,,,19.99,,BIKESHIELD,,,
