System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,8050148695936,8050148695936,MCW742A,,,,Chicken,,,Miche,,265.48,,,"Components, Wheels, Road Rim Brake Wheels, ",,,
,8050148695981,8050148695981,MCW847,,,,Chicken,,,Miche,,146.49,,,"Components, Wheels, MTB Wheels, ",,,
,8050148698401,8050148698401,MCW092,,,,Chicken,,,Miche,,180.55,,,"Components, Wheels, Road Disc Brake Wheels, ",,,
,8050148698876,8050148698876,MCBB301,,,,Chicken,,,Miche,,37.04,,,"Bottom Brackets, Components, ",,,
,8050148698883,8050148698883,MCBB302,,,,Chicken,,,Miche,,37.04,,,"Bottom Brackets, Components, ",,,
,8050148699026,8050148699026,MCC180,,,,Chicken,,,Miche,,143.17,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8050148699033,8050148699033,MCC181,,,,Chicken,,,Miche,,143.17,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8050148699040,8050148699040,MCC182,,,,Chicken,,,Miche,,143.17,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8050148699224,8050148699224,MCC180A,,,,Chicken,,,Miche,,143.17,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8050148699231,8050148699231,MCC181A,,,,Chicken,,,Miche,,143.17,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8050148699347,8050148699347,MCC182B,,,,Chicken,,,Miche,,143.17,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8050148699453,8050148699453,MCC183C,,,,Chicken,,,Miche,,71.59,,,"Chainsets, Chainsets & Cranks, Components, ",,,
,8051406520342,8051406520342,DT4BC,,,,Chicken,,,Deda,,5.33,,,"Bar Tape & Grips, Bar Tape, Components, ",,,
,8051406520380,8051406520380,DBA27,,,,Chicken,,,Deda,,5.44,,,"Frame Spares, , Tools & Spares, Spares, ",,,
,8051406521325,8051406521325,DSL100,,,,Chicken,,,Deda,,14.68,,,"Road Stems, Stems, Components, ",,,
,8051406521349,8051406521349,DSL120,,,,Chicken,,,Deda,,14.68,,,"Road Stems, Stems, Components, ",,,
,8051406521363,8051406521363,DSL60,,,,Chicken,,,Deda,,14.68,,,"Road Stems, Stems, Components, ",,,
,8051406521400,8051406521400,DSL80,,,,Chicken,,,Deda,,14.68,,,"Road Stems, Stems, Components, ",,,
,8051406522087,8051406522087,DBA31,,,,Chicken,,,Deda,,5.44,,,"Frame Spares, , Tools & Spares, Spares, ",,,
,8051406522148,8051406522148,DBM38,,,,Chicken,,,Deda,,18.48,,,"Handlebars, Road Handlebars, Components, ",,,
,8051406522155,8051406522155,DBM40,,,,Chicken,,,Deda,,18.48,,,"Handlebars, Road Handlebars, Components, ",,,
,8051406522162,8051406522162,DBM42,,,,Chicken,,,Deda,,18.48,,,"Handlebars, Road Handlebars, Components, ",,,
