Product Category,Product Group,Product Brand,Item/Model,Description/Type,Colour,Size,Ltd Stock,Our Part No.,RRP,Q Trade,Barcode,Cost Price,Supplier
Saddles,Saddles - Comfort,Passport,Upper Class Ladies,"Full feature. Memory Foam, Suspension Springs etc., and Aramid",Black,240x210,,SAPPUCLK,39.99,20,5051699014637,22.22,Ison
Saddles,Saddles - Road & MTB XC,Genetic,STV Saddle,"Race saddle - Waterproof soft PVC Cover, Light foam padding, Hollow Cr-Mo rails.",Black,143mm Wide,,SAGESVSK,49.99,24.99,5051699050840,27.77,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,S2 AM,"MTB Saddle, Custom Foam Base, Staple-less Black PU cover with added grip, Chromo rails",Black,280x140,,SAGU2AMK,44.99,22.49,5051699057351,24.99,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,S2 AM,"Matt Jones Signature MTB Saddle, Custom Foam Base, Staple-less Black PU cover with added grip, Chrom",Grey Marble,280x140,,SAGU2AMMJ,49.99,24.99,5051699068517,27.77,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,S2 FR,"Freeride/DH Saddle, PU cover with added grip. Chromo rails",Black,234x132,,SAGU2FRK,34.99,17.5,5051699068609,19.44,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,S2 SM,"Junior/DH Saddle, PU cover with added grip. Chromo rails",Black,234x132,,SAGU2SMK,34.99,17.5,5051699057368,19.44,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,R-Series Race,Road/XC MTB Dual Density Base,Denim/Leopard,277x142,,SAGURSBL,29.99,14.99,5051699017171,16.66,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,R-Series Race,Road/XC MTB Dual Density Base,Camoflage,277x142,,SAGURSCAM,29.99,14.99,5051699055166,16.66,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,R-Series Race,Road/XC MTB Dual Density Base,Black Jack,277x142,,SAGURSJK,29.99,14.99,5051699033041,16.66,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,R-Series Race,Road/XC MTB Dual Density Base,Brown/Cream,277x142,,SAGURSN,29.99,14.99,5051699017188,16.66,Ison
Saddles,Saddles - Road & MTB XC,Gusset Components,R-Series Race,Road/XC MTB Dual Density Base,Tartan,277x142,,SAGURST,29.99,14.99,5051699017195,16.66,Ison
Saddles,Saddles - Road & MTB XC,Passport,Tourist,"SportTour Ladies. Double Density Foam, Cr-Mo rails",Black,255x175mm,,SAPPHSK,36.99,16.65,5051699050864,18.5,Ison
Saddles,Saddles - Road & MTB XC,Passport,Navigator,"SportTour MTB. Anatomic V-tail, Hi Density Foam, Aramid",Black,280x150,,SAPPNAK,26.99,12.15,5051699014606,13.5,Ison
Saddles,Saddles - Road & MTB XC,Passport,Pilot - Leather,"Leather SportTour MTB. Anatomic V-tail, Flyweight foam, Aramid",Black,280x150,,SAPPPIK,39.99,20,5051699014613,22.22,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Boost,"Chromoly Rails, SpyderWeb base, Bio X-Pad ReActiv",Black,285 x 140mm,Mixed Qty,SATGUBHK,79.99,,840511038983,47.05,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Boost,"Titanium Rails, SpyderWeb base, Bio X-Pad SL",Black,285 x 140mm,Mixed Qty,SATGUBTK,119.99,,840511039003,70.58,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Hers,"Carbon Rails, SpyderWeb base, Bio X-Pad SL",Black,280 x 155mm,Mixed Qty,SATGUHCK,169.99,,840511039065,99.99,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Hers,"Chromoly Rails, SpyderWeb base,Bio X-Pad ReActiv",Black,280 x 155mm,Mixed Qty,SATGUHHK,79.99,,840511039027,47.05,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Stratum MAX,"Hollow Chromoly Rails, SpyderWeb base, ReActiv Foam, Immersion Relief Groove",Black,285 x 145mm,Mixed Qty,SATGUMHK,79.99,,840511040979,47.05,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Stratum MAX,"Steel Rails, SpyderWeb base, ReActiv Foam, Immersion Relief Groove",Black,285 x 145mm,Mixed Qty,SATGUMSK,69.99,,840511041044,41.17,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Stratum MAX,"Titanium Rails, SpyderWeb base, ReActiv Foam, Immersion Relief Groove",Black,285 x 145mm,Mixed Qty,SATGUMTK,119.99,,840511040955,70.58,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Stratum,"Carbon Rails, SpyderWeb base,Bio X-Pad SL",Black,285 x 140mm,Mixed Qty,SATGUSCK,169.99,,840511038495,99.99,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Stratum,"Chromoly Rails, SpyderWeb base, Bio X-Pad ReActiv",Black,285 x 140mm,Mixed Qty,SATGUSHK,79.99,,840511038471,47.05,Ison
Saddles,Saddles - Road & MTB XC,Tioga,Undercover Stratum,"Titanium Rails, SpyderWeb base, Bio X-Pad ReActiv",Black,285 x 140mm,Mixed Qty,SATGUSTK,119.99,,840511039102,70.58,Ison
Seatposts &  Clamps,Seat Binders & Bolts,Dimension,Seat Binder Bolt,Steel with Alloy Ends,Black,M6x50mm,,SCDISBK,7.99,4,708752020986,4.44,Ison
Seatposts &  Clamps,Seat Binders & Bolts,Genetic,Heritage Seatbolt,Classic binder type bolt - keyed with dual 5mm hex.,Chrome,19mm,,SCGER19S,2.99,1.49,5051699015634,1.66,Ison
Seatposts &  Clamps,Seat Binders & Bolts,Genetic,Heritage Seatbolt,Classic binder type bolt - keyed with dual 5mm hex.,Chrome,22mm,,SCGER22S,2.99,1.49,5051699015641,1.66,Ison
Seatposts &  Clamps,Seat Binders & Bolts,Genetic,Heritage Seatbolt,Classic binder type bolt - keyed with dual 5mm hex.,Chrome,25mm,,SCGER25S,2.99,1.49,5051699015658,1.66,Ison
Seatposts &  Clamps,Seat Clamps,Benno Bikes,QR Seatpost Clamp,Suit Boost 2020+,Black,Boost,Mixed Qty,SCBNS1002,34.99,,810076250151,23.33,Ison
Seatposts &  Clamps,Seat Clamps,Benno Bikes,QR Seatpost Clamp,Suit RemiDemi,Black,RemiDemi,Mixed Qty,SCBNS2013,69.99,,810076250298,46.66,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,ONE QR,"6061-T6 Cold Forged All, Titanium bolt",Blue,31.8mm,Mixed Qty,SCBX1Q32B,34.99,,639266089117,21.21,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,ONE QR,"6061-T6 Cold Forged All, Titanium bolt",Black,31.8mm,Mixed Qty,SCBX1Q32K,34.99,,639266089087,21.21,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,ONE QR,"6061-T6 Cold Forged All, Titanium bolt",Red,31.8mm,Mixed Qty,SCBX1Q32R,34.99,,639266089100,21.21,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,ONE QR,"6061-T6 Cold Forged All, Titanium bolt",Gunmetal,31.8mm,Mixed Qty,SCBX1Q32X,34.99,,616043833095,21.21,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,TWO QR,"6061-T6 Cold Forged All, CrMo bolt",Blue,31.8mm,Mixed Qty,SCBX2Q32B,19.99,,616043831893,12.12,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,TWO QR,"6061-T6 Cold Forged All, CrMo bolt",Black,31.8mm,Mixed Qty,SCBX2Q32K,19.99,,616043825687,12.12,Ison
Seatposts &  Clamps,Seat Clamps,BOX BMX,TWO QR,"6061-T6 Cold Forged All, CrMo bolt",Red,31.8mm,Mixed Qty,SCBX2Q32R,19.99,,616043831909,12.12,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",Blue,25.4mm,,SCDCX25B,14.99,7.5,5051699045914,8.33,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",Gold,25.4mm,,SCDCX25D,14.99,7.5,5051699045921,8.33,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",Black,25.4mm,,SCDCX25K,14.99,7.5,5051699045938,8.33,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",Red,25.4mm,,SCDCX25R,14.99,7.5,5051699045945,8.33,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",Silver,25.4mm,,SCDCX25S,14.99,7.5,5051699045952,8.33,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",White,25.4mm,,SCDCX25W,16.99,8.5,5051699045969,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500N Seatclamp,"Forged Alloy - Bolt type, Hinged Clamp",Black,28.6mm,,SCDCX28K,16.99,8.5,5051699058686,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500 Seatclamp,Forged Alloy - 2-Bolt split design type,Blue,25.4mm,,SCDCXB25B,16.99,8.5,5051699052851,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500 Seatclamp,Forged Alloy - 2-Bolt split design type,Gold,25.4mm,,SCDCXB25D,16.99,8.5,5051699052868,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500 Seatclamp,Forged Alloy - 2-Bolt split design type,Black,25.4mm,,SCDCXB25K,16.99,8.5,5051699052875,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500 Seatclamp,Forged Alloy - 2-Bolt split design type,Red,25.4mm,,SCDCXB25R,16.99,8.5,5051699052882,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500 Seatclamp,Forged Alloy - 2-Bolt split design type,Silver,25.4mm,,SCDCXB25S,16.99,8.5,5051699052899,9.44,Ison
Seatposts &  Clamps,Seat Clamps,Dia-Compe,MX1500 Seatclamp,Forged Alloy - 2-Bolt split design type,White,25.4mm,,SCDCXB25W,19.99,10,5051699052905,11.11,Ison
Seatposts &  Clamps,Seat Clamps,Genetic,Carbon SL,"Bolt type Carbon Fibre with Titanium bolt, UD Finish",Black,31.8mm,,SCGECT32,29.99,14.99,5051699038008,16.66,Ison
Seatposts &  Clamps,Seat Clamps,Genetic,Carbon SL,"Bolt type Carbon Fibre with Titanium bolt, UD Finish",Black,34.9mm,,SCGECT35,29.99,14.99,5051699038015,16.66,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",Black,28.6mm,,SCGU128K,7.99,4,5051699003624,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",White,28.6mm,Ltd Availability,SCGU128W,7.5,3.75,5051699003631,4.17,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",Black,30.0mm,,SCGU130K,7.99,4,5051699003648,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",Black,31.8mm,,SCGU132K,7.99,4,5051699003662,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",Black,33.1mm,,SCGU133K,7.99,4,5051699056880,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",Black,34.1mm,,SCGU134K,7.99,4,5051699056873,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Gusset Components,Clench,"Superlight Alloy, Single Bolt with Pivot",Black,34.9mm,,SCGU135K,7.99,4,5051699003686,4.44,Ison
Seatposts &  Clamps,Seat Clamps,ID,Quick Release,Alloy with Alloy cam action lever.,Black,28.6mm,,SCIDQR28,6.99,3.49,5051699013647,3.88,Ison
Seatposts &  Clamps,Seat Clamps,ID,Quick Release,Alloy with Alloy cam action lever.,Black,30.0mm,,SCIDQR30,6.99,3.49,5051699013654,3.88,Ison
Seatposts &  Clamps,Seat Clamps,ID,Quick Release,Alloy with Alloy cam action lever.,Black,31.8mm,,SCIDQR32,6.99,3.49,5051699013661,3.88,Ison
Seatposts &  Clamps,Seat Clamps,ID,Quick Release,Alloy with Alloy cam action lever.,Black,34.9mm,,SCIDQR35,6.99,3.49,5051699013678,3.88,Ison
Seatposts &  Clamps,Seat Clamps,KS Suspension,Ether Seatclamp,Alloy Seatclamp - Binder type,Black,32mm,Mixed Qty,SCKSETB32K,19.99,10.93,4718287310892,12.49,Ison
Seatposts &  Clamps,Seat Clamps,KS Suspension,Ether Seatclamp,Alloy Seatclamp - Binder type,Black,35mm,Mixed Qty,SCKSETB35K,19.99,10.93,4718287310908,12.49,Ison
Seatposts &  Clamps,Seat Clamps,KS Suspension,Ether Seatclamp,Alloy Seatclamp - QR Type,Black,32mm,Mixed Qty,SCKSETQ32K,26.99,14.76,4718287313206,16.87,Ison
Seatposts &  Clamps,Seat Clamps,KS Suspension,Ether Seatclamp,Alloy Seatclamp - QR Type,Black,35mm,Mixed Qty,SCKSETQ35K,26.99,14.76,4718287313213,16.87,Ison
Seatposts &  Clamps,Seat Clamps,Light Blue Sport,Single Bolt Seatclamp,"Superlight Alloy, Single Bolt with Pivot",Black,28.6mm,Ltd Availability,SCLB128K,7.99,4,5051699051663,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Light Blue Sport,Single Bolt Seatclamp,"Superlight Alloy, Single Bolt with Pivot",Black,30.0mm,Ltd Availability,SCLB130K,7.99,4,5051699059751,4.44,Ison
Seatposts &  Clamps,Seat Clamps,Passport,Rackmount Seatclamp,6061 Alloy - Bolt type seatclamp with integrated rack mount.,Black,30.0mm,,SCPPRM0K,9.99,5,5051699050024,5.55,Ison
Seatposts &  Clamps,Seat Clamps,Passport,Rackmount Seatclamp,6061 Alloy - Bolt type seatclamp with integrated rack mount.,Silver,30.0mm,,SCPPRM0S,9.99,5,5051699073849,5.55,Ison
Seatposts &  Clamps,Seat Clamps,Passport,Rackmount Seatclamp,6061 Alloy - Bolt type seatclamp with integrated rack mount.,Black,31.8mm,,SCPPRM2K,9.99,5,5051699027354,5.55,Ison
Seatposts &  Clamps,Seat Clamps,Passport,Rackmount Seatclamp,6061 Alloy - Bolt type seatclamp with integrated rack mount.,Black,34.9mm,,SCPPRM5K,9.99,5,5051699027361,5.55,Ison
Seatposts &  Clamps,Seat Clamps,Passport,Rackmount Seatclamp,6061 Alloy - Bolt type seatclamp with integrated rack mount.,Black,28.6mm,,SCPPRM8K,9.99,5,5051699050048,5.55,Ison
Seatposts &  Clamps,Seat Clamps,Passport,Standard Saddle Clamp,Standard saddle clamp for non Micro-Adjust seatposts,Black,7-8mm,,SCPPSSC,2.99,1.35,5051699014644,1.5,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,28.8mm,,SCSAL288K,21.99,11.61,657993172049,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,30.0mm,,SCSAL300K,21.99,11.61,657993172063,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Silver,30.0mm,,SCSAL300S,21.99,11.61,657993172209,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,30.8mm,,SCSAL308K,21.99,11.61,657993172087,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,32.0mm,,SCSAL320K,21.99,11.61,657993172100,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Silver,32.0mm,,SCSAL320S,21.99,11.61,657993172223,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,33.3mm,,SCSAL333K,21.99,11.61,657993172124,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,35.0mm,,SCSAL350K,21.99,11.61,657993172148,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,35.4mm,,SCSAL354K,21.99,11.61,657993172162,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,36.4mm,,SCSAL364K,21.99,11.61,657993172186,12.22,Ison
Seatposts &  Clamps,Seat Clamps,Surly - Parts,Stainless Seatpost Clamp,Forged Stainless Steel with stainless allen bolt,Black,30.0mm,,SCSUS0K,26.99,13.49,708752050327,14.99,Ison
Seatposts &  Clamps,Seat Clamps,Surly - Parts,Stainless Seatpost Clamp,Forged Stainless Steel with stainless allen bolt,Silver,30.0mm,,SCSUS0S,26.99,13.49,708752043657,14.99,Ison
Seatposts &  Clamps,Seat Clamps,Surly - Parts,Stainless Seatpost Clamp,Forged Stainless Steel with stainless allen bolt,Black,33.1mm,,SCSUS3K,26.99,13.49,708752108332,14.99,Ison
Seatposts &  Clamps,Seat Clamps,Surly - Parts,Stainless Seatpost Clamp,Forged Stainless Steel with stainless allen bolt,Silver,33.1mm,,SCSUS3S,26.99,13.49,708752108349,14.99,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,28.6 - 27.2mm,Silver,28.6mm,,SPIDS286,9.99,5,708752009882,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,29.2 - 27.2mm,Silver,29.2mm,,SPIDS292,9.99,5,708752009899,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,29.8 - 27.2mm,Silver,29.8mm,,SPIDS298,9.99,5,708752011496,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,30.4 - 27.2mm,Silver,30.4mm,,SPIDS304,9.99,5,708752011526,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,30.9 - 27.2mm,Silver,30.9mm,,SPIDS309,9.99,5,708752012851,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,"30.9 - 27.2mm, 90mm long",Black,30.9mm,,SPIDS309K,7.99,4,5051699059904,4.44,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,31.6 - 27.2mm,Silver,31.6mm,,SPIDS316,9.99,5,708752012875,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,"31.6 - 27.2mm, 100mm long",Black,31.6mm,,SPIDS316K,7.99,4,5051699065967,4.44,Ison
Seatposts &  Clamps,Seatpost Spares,ID,Seatpost Shim,31.6 - 30.9mm,Silver,31.6mm,,SPIDS609,9.99,5,708752077386,5.55,Ison
Seatposts &  Clamps,Seatpost Spares,ID,XL Seatpost Shim,"31.6 - 30.9mm, 100mm long",Black,31.6mm,,SPIDS609K,7.99,4,5051699057009,4.44,Ison
Seatposts &  Clamps,Seatpost Spares,ID,XL Seatpost Shim,"30.4 - 27.2mm, 100mm long",Black,30.4mm,,SPITS304,7.99,4,5051699027255,4.44,Ison
Seatposts &  Clamps,Seatpost Spares,ID,XL Seatpost Shim,"30.9 - 27.2mm, 100mm long",Black,30.9mm,,SPITS309,7.99,4,5051699027262,4.44,Ison
Seatposts &  Clamps,Seatpost Spares,Redshift Sports,Seatpost Hardware Kit,Replacement hardware kit for Dual Position Seatpost,Black,,Mixed Qty,SPRE2201,12.99,,0051907109242,7.64,Ison
Seatposts &  Clamps,Seatpost Spares,Redshift Sports,Shockstop suspension Seatpost spring,"Stiif Spring Set, suit Shockstop Endurance seatposts (NOT Pro)",Silver,Stiff,Mixed Qty,SPRE5102,29.99,,0850027370187,17.64,Ison
Seatposts &  Clamps,Seatpost Spares,Redshift Sports,Shockstop Seatpost Di2 Holder,"Di2 Battery holder, suit Endurance/PRO Endurance seatposts 27.2x350mm ONLY",Black,Di2,Mixed Qty,SPRE5108,17.99,,0850027370767,10.58,Ison
Seatposts &  Clamps,Seatposts,Dia-Compe,Gran Compe Seatpost,"250mm, forged 6061, micro adjust, high polished Alloy.",Black,27.2mm,,SPDCG72K,49.99,27.77,5051699045884,27.77,Ison
Seatposts &  Clamps,Seatposts,Dia-Compe,Gran Compe Seatpost,"250mm, forged 6061, micro adjust, high polished Alloy.",Silver,27.2mm,,SPDCG72S,49.99,27.77,5051699045891,27.77,Ison
Seatposts &  Clamps,Seatposts,Genetic,Heritage II Seatpost,"350mm, 3D forged 6061, micro adjust, high polished Alloy.",Black,27.2mm,,SPGEH372K,29.99,14.99,5051699058525,16.66,Ison
Seatposts &  Clamps,Seatposts,Genetic,Heritage II Seatpost,"350mm, 3D forged 6061, micro adjust, high polished Alloy.",Silver,27.2mm,,SPGEH372S,29.99,14.99,5051699058532,16.66,Ison
Seatposts &  Clamps,Seatposts,Genetic,Karyotype Slider Seatpost,350mm Adjustable offset Carbon Fibre,Black,30.9mm,Ltd Availability,SPGEK409,99.99,50,5051699037018,55.55,Ison
Seatposts &  Clamps,Seatposts,Genetic,STV Seatpost,"350mm, Superlight DB 7075 Alloy, Twin Bolt",Black,27.2mm,,SPGEST272K,39.99,20,5051699067756,22.22,Ison
Seatposts &  Clamps,Seatposts,Genetic,STV Seatpost,"350mm, Superlight DB 7075 Alloy, Twin Bolt",Black,30.9mm,,SPGEST309K,39.99,20,5051699068203,22.22,Ison
Seatposts &  Clamps,Seatposts,Genetic,STV Seatpost,"350mm, Superlight DB 7075 Alloy, Twin Bolt",Black,31.6mm,,SPGEST316K,39.99,20,5051699068210,22.22,Ison
Seatposts &  Clamps,Seatposts,Gusset Components,Lofty XXL Seatpost,"450mm, Extra Long 6061 Alloy, Twin Bolt",Black,30.9mm,,SPGUL09K,29.99,14.99,5051699031177,16.66,Ison
Seatposts &  Clamps,Seatposts,Gusset Components,Lofty XXL Seatpost,"450mm, Extra Long 6061 Alloy, Twin Bolt",Silver,30.9mm,,SPGUL09S,29.99,14.99,5051699075195,16.66,Ison
Seatposts &  Clamps,Seatposts,Gusset Components,Lofty XXL Seatpost,"450mm, Extra Long 6061 Alloy, Twin Bolt",Black,31.6mm,,SPGUL16K,29.99,14.99,5051699062607,16.66,Ison
Seatposts &  Clamps,Seatposts,Gusset Components,Lofty XXL Seatpost,"450mm, Extra Long 6061 Alloy, Twin Bolt",Black,27.2mm,,SPGUL72K,29.99,14.99,5051699031184,16.66,Ison
Seatposts &  Clamps,Seatposts,Gusset Components,Lofty XXL Seatpost,"450mm, Extra Long 6061 Alloy, Twin Bolt",Silver,27.2mm,,SPGUL72S,29.99,14.99,5051699075188,16.66,Ison
Seatposts &  Clamps,Seatposts,M-Wave,M-WAVE C3 Alloy seat post,350mm with bonded Micro-adjust single bolt saddle cradle.,Black,25.4mm,,SPMW1A5K,11.99,5.4,,6,Ison
Seatposts &  Clamps,Seatposts,M-Wave,M-WAVE C3 Alloy seat post,350mm with bonded Micro-adjust single bolt saddle cradle.,Silver,25.4mm,,SPMW1A5S,11.99,5.4,,6,Ison
Seatposts &  Clamps,Seatposts,M-Wave,M-WAVE C3 Alloy seat post,350mm with bonded Micro-adjust single bolt saddle cradle.,Black,27.2mm,,SPMW1A7K,11.99,5.4,,6,Ison
Seatposts &  Clamps,Seatposts,M-Wave,M-WAVE C3 Alloy seat post,350mm with bonded Micro-adjust single bolt saddle cradle.,Silver,27.2mm,,SPMW1A7S,11.99,5.4,,6,Ison
Seatposts &  Clamps,Seatposts,M-Wave,M-WAVE M4 Alloy seat post,"MTB style Twin bolt saddle cradle, 15mm offset, 350mm.",Black,27.2mm,,SPMW2A1K,15.99,7.2,,8,Ison
Seatposts &  Clamps,Seatposts,M-Wave,M-WAVE M4 Alloy seat post,"MTB style Twin bolt saddle cradle, 15mm offset, 350mm.",Black,30.9mm,,SPMW2A2K,15.99,7.2,,8,Ison
Seatposts &  Clamps,Seatposts,Redshift Sports,Dual-Position Seatpost,"50mm movement, adjusts seat tube angle by 4Deg, Aluminium",Black,27.2mm,Mixed Qty,SPRE2001,269.99,,0051907109198,158.82,Ison
Seatposts &  Clamps,Seatposts,Tioga,T-Bone Post,6061 T6 Alloy post and 2-bolt Zero-offset head - 350mm Long,Flat Black,30.9mm,Ltd Availability,SPTGTB309K,34.99,18.52,,20.58,Ison
Seatposts &  Clamps,Seatposts,Whisky Parts Co,No7 Alloy Seatpost,2014 Alloy with angle adjustment - 400mm Zero offset,Black,30.9mm,Ltd Availability,SPWY4811,74.99,39.58,708752222595,41.66,Ison
Seatposts &  Clamps,Seatposts,Whisky Parts Co,No7 Alloy Seatpost,2014 Alloy with angle adjustment - 400mm Zero offset,Black,31.6mm,Ltd Availability,SPWY4812,74.99,39.58,708752222618,41.66,Ison
Seatposts &  Clamps,Seatposts,Whisky Parts Co,No7 Alloy Seatpost,2014 Alloy with angle adjustment - 400mm 18mm offset,Black,30.9mm,Ltd Availability,SPWY4814,74.99,39.58,708752222656,41.66,Ison
Seatposts &  Clamps,Seatposts,Whisky Parts Co,No7 Alloy Seatpost,2014 Alloy with angle adjustment - 400mm 18mm offset,Black,31.6mm,Ltd Availability,SPWY4815,74.99,39.58,708752222670,41.66,Ison
Seatposts &  Clamps,Seatposts - Dropper,ExaForm,900i,"Alloy Dropper post, Inc. KG remote - Total length 445mm, Insert length 261mm",Black,30.9/150mm,Mixed Qty,SPKSX90B15,129.99,,4718022315496,81.24,Ison
Seatposts &  Clamps,Seatposts - Dropper,ExaForm,900i,"Alloy Dropper post, Inc. KG remote - Total length 445mm, Insert length 261mm",Black,31.6/150mm,Mixed Qty,SPKSX90C15,129.99,,4718022315502,81.24,Ison
Seatposts &  Clamps,Seatposts - Dropper,ExaForm,JAG,"Alloy Dropper post, Inc. KG remote - Total length 480mm, Insert length 261mm",Black,30.9/150mm,Mixed Qty,SPKSXJGB15,119.99,,4718022315175,74.99,Ison
Seatposts &  Clamps,Seatposts - Dropper,ExaForm,JAG,"Alloy Dropper post, Inc. KG remote - Total length 480mm, Insert length 261mm",Black,31.6/150mm,Mixed Qty,SPKSXJGC15,119.99,,4718022315182,74.99,Ison
Seatposts &  Clamps,Seatposts - Dropper,KS Suspension,Dropzone,"Alloy lever actuated Dropper post, Integrated Lever actuation - Total length 385mm, Insert length 20",Black,30.9/125mm,Ltd Availability,SPKSDRZB12,174.99,95.7,4718022315656,109.37,Ison
Seatposts &  Clamps,Seatposts - Dropper,KS Suspension,eTen,"Alloy Dropper post, Integrated Lever actuation - Total length 410mm, Insert length 243mm",Black,27.2/100mm,Mixed Qty,SPKSE10A10,109.99,60.15,4718022314628,68.74,Ison
Seatposts &  Clamps,Seatposts - Dropper,KS Suspension,eTen,"Alloy Dropper post, Integrated Lever actuation - Total length 445mm, Insert length 261mm",Black,30.9/125mm,Mixed Qty,SPKSE10B12,109.99,60.15,4718022314659,68.74,Ison
Seatposts &  Clamps,Seatposts - Dropper,KS Suspension,eTen,"Alloy Dropper post, Integrated Lever actuation - Total length 445mm, Insert length 261mm",Black,31.6/125mm,Mixed Qty,SPKSE10C12,109.99,60.15,4718022314666,68.74,Ison
