Product Category,Product Group,Product Brand,Product Model,Product Type,Product Colour,Product Size,Short Description,Unit,Trade Price (Â£),Qty Price (Â£),Retail Price (Â£),Quantity Break,Barcode,Commodity Code,Product Name,Manufacturer Part Code,IDPartnumber,Supplier
Wheels,"Wheels - 27.5"" (650b)",Halo,Skelta 27.5 Superboost XD,"MT Supadrive 6B Disc hub, 150 and 157mm S-Boost inc, SRAM XD, 32 Black TB Spokes",Black,"27.5""","HALO SKELTA 27.5""SDV157 XD Rr BLACK",Each,185.71,176.42,324.99,2,5051699074563,8714999019,"Skelta MT 27.5"" Superboost/DH Rear Wheels",WHHAKA7UKX,WHHAKA7UKX,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Skelta 27.5 MT Boost HG,"MT Supadrive 6B Disc Hub, 12x148mm, Shimano HG, 32 Black TB Spokes",Black,"27.5""","HALO SKELTA 27.5""SDV148 HG Rr BLACK",Each,185.71,176.42,324.99,2,5051699074570,8714999019,"Skelta MT Rear 27.5"" Boost Wheel",WHHAKA7VKH,WHHAKA7VKH,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Skelta 27.5 MT Boost MS,"MT Supadrive 6B Disc Hub, 12x148mm, Shimano MS, 32 Black TB Spokes",Black,"27.5""","HALO SKELTA 27.5""SDV148 MS Rr BLACK",Each,185.71,176.42,324.99,2,5051699074587,8714999019,"Skelta MT Rear 27.5"" Boost Wheel",WHHAKA7VKM,WHHAKA7VKM,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Skelta 27.5 MT Boost XD,"MT Supadrive 6B Disc Hub, 12x148mm, SRAM XD, 32 Black TB Spokes",Black,"27.5""","HALO SKELTA 27.5""SDV148 XD Rr BLACK",Each,185.71,176.42,324.99,2,5051699074594,8714999019,"Skelta MT Rear 27.5"" Boost Wheel",WHHAKA7VKX,WHHAKA7VKX,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 MT2 Boost Front,"MT2 Front 6B Disc Hub, 110x15mm, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29"" B110 Ft BLACK",Each,117.14,111.28,204.99,2,5051699074372,8714999019,"Skelta MT2 Front 29"" Boost Wheel",WHHAKA9BFK,WHHAKA9BFK,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 MT-SS Boost HG,"MT-SS Mantradrive 6B Disc Hub, 12x148mm, Shimano HG, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""MT-SS MDV HG Rr BLACK",Each,185.71,176.42,324.99,2,5051699074396,8714999019,"Skelta MT 29"" MantraDrive 750 Boost MT-SS rear",WHHAKA9TKH,WHHAKA9TKH,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 Superboost HG,"MT Supadrive 6B Disc hub, 150 and 157mm S-Boost inc, Shimano HG, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""SDV157 HG Rr BLACK",Each,185.71,176.42,324.99,2,5051699074419,8714999019,"Skelta MT 29"" Superboost/DH Rear Wheels",WHHAKA9UKH,WHHAKA9UKH,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 Superboost MS,"MT Supadrive 6B Disc hub, 157mm S-Boost ONLY inc, Shimano MS, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""SDV157 MS Rr BLACK",Each,185.71,176.42,324.99,2,5051699074426,8714999019,"Skelta MT 29"" Superboost/DH Rear Wheels",WHHAKA9UKM,WHHAKA9UKM,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 Superboost XD,"MT Supadrive 6B Disc hub, 150 and 157mm S-Boost inc, SRAM XD, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""SDV157 XD Rr BLACK",Each,185.71,176.42,324.99,2,5051699074433,8714999019,"Skelta MT 29"" Superboost/DH Rear Wheels",WHHAKA9UKX,WHHAKA9UKX,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 MT Boost HG,"MT Supadrive 6B Disc Hub, 12x148mm, Shimano HG, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""SDV148 HG Rr BLACK",Each,185.71,176.42,324.99,2,5051699074440,8714999019,"Skelta MT Rear 29"" Boost Wheel",WHHAKA9VKH,WHHAKA9VKH,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 MT Boost MS,"MT Supadrive 6B Disc Hub, 12x148mm, Shimano MS, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""SDV148 MS Rr BLACK",Each,185.71,176.42,324.99,2,5051699074457,8714999019,"Skelta MT Rear 29"" Boost Wheel",WHHAKA9VKM,WHHAKA9VKM,Ison
Wheels,"Wheels - 29""",Halo,Skelta 29 MT Boost XD,"MT Supadrive 6B Disc Hub, 12x148mm, SRAM XD, 32 Black TB Spokes",Black,"29""","HALO SKELTA 29""SDV148 XD Rr BLACK",Each,185.71,176.42,324.99,2,5051699074464,8714999019,"Skelta MT Rear 29"" Boost Wheel",WHHAKA9VKX,WHHAKA9VKX,Ison
Wheels,"Wheels - 26""",Halo,White Line Tour CL Disc,"Classic CNC rim, QC-400 CL DB QR hub 100mm, 32H, PG spokes",Black,"26""","HALO WL TOUR CL DB WHL 26"" FT BLK",Each,57.14,54.28,99.99,2,5051699076451,8714999019,White Line CL 26 Wheels,WHHALCD6KF,WHHALCD6KF,Ison
Wheels,"Wheels - 26""",Halo,White Line Tour CL Disc,"Classic CNC rim, QC-400 CL DB HG QR hub 135mm, 36H, PG spokes",Black,"26""","HALO WL TOUR CL DB WHL 26"" RR BLK",Each,68.57,65.14,119.99,2,5051699076468,8714999019,White Line CL 26 Wheels,WHHALCD6KR,WHHALCD6KR,Ison
Wheels,Wheels - City & Comfort,Halo,White Line Tour CL Disc,"Classic CNC rim, QC-400 CL DB QR hub 100mm, 32H, PG spokes",Black,700c,HALO WL TOUR CL DB WHL 700cFT BLK,Each,57.14,54.28,99.99,2,5051699076475,8714999019,White Line CL 700c Wheels,WHHALCD7KF,WHHALCD7KF,Ison
Wheels,Wheels - City & Comfort,Halo,White Line Tour CL Disc,"Classic CNC rim, QC-400 CL DB HG QR hub 135mm, 36H, PG spokes",Black,700c,HALO WL TOUR CL DB WHL 700cRR BLK,Each,68.57,65.14,119.99,2,5051699076482,8714999019,White Line CL 700c Wheels,WHHALCD7KR,WHHALCD7KR,Ison
Wheels,Wheels - Dynamo ,Halo,White Line Urban Disc,"White Line City rim on SP PD-8 Dynamo Disc hub, 32H",Black,700c,HALO WL URBAN DB WHL 700cDYNO BLK,Each,108.57,103.14,189.99,2,5051699063697,8714999019,White Line Urban Uni Dyno 700c Front Wheel,WHHALU7KD,WHHALU7KD,Ison
Wheels,Wheels - City & Comfort,Halo,White Line Urban Disc,"White Line City rim on Std bearing Disc hub, 32H",Black,700c,HALO WL URBAN DB WHL 700cFt BLK,Each,54.28,51.57,94.99,2,5051699063703,8714999019,White Line Urban Uni 700c Wheels,WHHALU7KF,WHHALU7KF,Ison
Wheels,Wheels - City & Comfort,Halo,White Line Urban Disc,"White Line City rim on Std bearing Disc hub, 32H, Shimano HG",Black,700c,HALO WL URBAN DB WHL 700cRr BLK,Each,59.99,56.99,104.99,2,5051699063710,8714999019,White Line Urban Uni 700c Wheels,WHHALU7KR,WHHALU7KR,Ison
Wheels,Wheels - 700c Road,Halo,Retro Road Front,"Retro road rim on Halo Retro SB hub,32H",Polished Silver,700c,HALO RETRO ROAD Ft WHL SIL,Each,88.57,84.14,154.99,2,5051699047628,8714999019,Retro 700c Wheels,WHHAR6SF,WHHAR6SF,Ison
Wheels,Wheels - 700c Road,Halo,Retro RO3 Road Rear,"Retro road rim on Halo Retro RO3 SB hub,32H, Campag cassette",Polished Silver,700c,HALO RETRO RO3 ROAD Rr WHL SIL CAMPAG,Each,119.99,113.99,209.99,2,5051699070695,8714999019,Retro 700c Wheels,WHHAR6SR3C,WHHAR6SR3C,Ison
Wheels,Wheels - 700c Road,Halo,Retro RO3 Road Rear,"Retro road rim on Halo Retro RO3 SB hub,32H, Shimano HG",Polished Silver,700c,HALO RETRO RO3 ROAD Rr WHL SIL HG,Each,119.99,113.99,209.99,2,5051699070701,8714999019,Retro 700c Wheels,WHHAR6SR3H,WHHAR6SR3H,Ison
Wheels,Wheels - 700c Road,Halo,Retro Road Pair,"Retro road rim on Halo 6-Drive SB hubs,32H, Shimano Cassette",Black,700c,HALO RETRO ROAD WHLS Pr BLK HG,Each,222.85,211.71,389.99,2,5051699072941,8714999019,Retro Black 700c Wheels,WHHARE7PKS,WHHARE7PKS,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Ft Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 15x110mm Boost",Black,"27.5""","HALO RIDGELINE2 WHL 27"" B110 BLK",Each,79.99,75.99,139.99,2,5051699067473,8714999019,"Ridge Line II 27.5"" Boost Wheels",WHHARL27BK,WHHARL27BK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Front,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 15x100mm",Black,"27.5""","HALO RIDGELINE2 WHL 27"" F100 BLK",Each,79.99,75.99,139.99,2,5051699067480,8714999019,"Ridge Line II 27.5"" Non-boost Wheels",WHHARL27FK,WHHARL27FK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Rr Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x148mm MicroSpline",Black,"27.5""","HALO RIDGELINE2 WHL 27"" B148 MS BLK",Each,114.28,108.57,199.99,2,5051699070299,8714999019,"Ridge Line II 27.5"" Boost Wheels",WHHARL27MK,WHHARL27MK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Rear,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x142mm HG",Black,"27.5""","HALO RIDGELINE2 WHL 27"" R142 HG BLK",Each,114.28,108.57,199.99,2,5051699067497,8714999019,"Ridge Line II 27.5"" Non-boost Wheels",WHHARL27RK,WHHARL27RK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Rear,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x142mm MS",Black,"27.5""","HALO RIDGELINE2 WHL 27"" R142 MS BLK",Each,114.28,108.57,199.99,2,5051699076956,8714999019,"Ridge Line II 27.5"" Non-boost Wheels",WHHARL27RM,WHHARL27RM,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Rear,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x142mm XD",Black,"27.5""","HALO RIDGELINE2 WHL 27"" R142 XD BLK",Each,114.28,108.57,199.99,2,5051699076963,8714999019,"Ridge Line II 27.5"" Non-boost Wheels",WHHARL27RX,WHHARL27RX,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Rr Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x148mm HG",Black,"27.5""","HALO RIDGELINE2 WHL 27"" B148 HG BLK",Each,114.28,108.57,199.99,2,5051699067503,8714999019,"Ridge Line II 27.5"" Boost Wheels",WHHARL27VK,WHHARL27VK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,Ridgeline II 27.5 Rr Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x148mm XD",Black,"27.5""","HALO RIDGELINE2 WHL 27"" B148 XD BLK",Each,114.28,108.57,199.99,2,5051699072521,8714999019,"Ridge Line II 27.5"" Boost Wheels",WHHARL27XK,WHHARL27XK,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Ft Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 15x110mm Boost",Black,"29""","HALO RIDGELINE2 WHL 29"" B110 BLK",Each,79.99,75.99,139.99,2,5051699067435,8714999019,"Ridge Line II 29"" Boost Wheels",WHHARL29BK,WHHARL29BK,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Front,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 15x100mm",Black,"29""","HALO RIDGELINE2 WHL 29"" F100 BLK",Each,79.99,75.99,139.99,2,5051699067442,8714999019,"Ridge Line II 29"" Non-boost Wheels",WHHARL29FK,WHHARL29FK,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Rr Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x148mm MicroSpline",Black,"29""","HALO RIDGELINE2 WHL 29"" B148 MS BLK",Each,114.28,108.57,199.99,2,5051699070282,8714999019,"Ridge Line II 29"" Boost Wheels",WHHARL29MK,WHHARL29MK,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Rear,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x142mm HG",Black,"29""","HALO RIDGELINE2 WHL 29"" R142 HG BLK",Each,114.28,108.57,199.99,2,5051699067459,8714999019,"Ridge Line II 29"" Non-boost Wheels",WHHARL29RK,WHHARL29RK,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Rear,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x142mm MS",Black,"29""","HALO RIDGELINE2 WHL 29"" R142 MS BLK",Each,114.28,108.57,199.99,2,5051699076932,8714999019,"Ridge Line II 29"" Non-boost Wheels",WHHARL29RM,WHHARL29RM,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Rear,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x142mm XD",Black,"29""","HALO RIDGELINE2 WHL 29"" R142 XD BLK",Each,114.28,108.57,199.99,2,5051699076949,8714999019,"Ridge Line II 29"" Non-boost Wheels",WHHARL29RX,WHHARL29RX,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Rr Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x148mm HG",Black,"29""","HALO RIDGELINE2 WHL 29"" B148 HG BLK",Each,114.28,108.57,199.99,2,5051699067466,8714999019,"Ridge Line II 29"" Boost Wheels",WHHARL29VK,WHHARL29VK,Ison
Wheels,"Wheels - 29""",Halo,Ridgeline II 29 Rr Boost,"35mm Tubeless ready rim, SB IS Disc hub, 32H PG. - 12x148mm XD",Black,"29""","HALO RIDGELINE2 WHL 29"" B148 XD BLK",Each,114.28,108.57,199.99,2,5051699072514,8714999019,"Ridge Line II 29"" Boost Wheels",WHHARL29XK,WHHARL29XK,Ison
Wheels,Wheels - Dynamo ,Halo,Retro Road Front Dyno,"Retro road rim on SP PV-8 Dynamo Hub,32H",Polished Silver,700c,HALO RETRO ROAD Ft DYNO WHL SIL PV-8,Each,114.28,108.57,199.99,2,5051699037148,8714999019,Retro Dyno 700c Front Wheel,WHHARSDS,WHHARSDS,Ison
Wheels,"Wheels - 26""",Halo,SAS 26 MT Front,"MT Front Disc Hub,32H (100x15mm Ft)",Black,"26""","HALO SAS 26"" SB Ft WHL BLACK",Each,88.57,84.14,154.99,2,5051699055753,8714999019,"SAS Wheel 26""",WHHAS6FK,WHHAS6FK,Ison
Wheels,"Wheels - 26""",Halo,SAS 26 MT Supadrive,"MT Supadrive SB Disc Hub, 32H, (142/135QR) Shimano HG",Black,"26""","HALO SAS 26"" SDV HG Rr WHL BLK",Each,151.42,143.85,264.99,2,5051699055760,8714999019,"SAS Wheel 26""",WHHAS6SK,WHHAS6SK,Ison
Wheels,"Wheels - 26""",Halo,SAS 26 MT Supadrive,"MT Supadrive SB Disc Hub, 32H, (142/135QR) Sram XD",Black,"26""","HALO SAS 26"" SDV XD Rr WHL BLK",Each,151.42,143.85,264.99,2,5051699055777,8714999019,"SAS Wheel 26""",WHHAS6SKX,WHHAS6SKX,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,SAS 27.5 MT Front,"MT Front SB Disc Hub - 15x100mm,32H",Black,"27.5""","HALO SAS 27.5"" SB Ft WHL BLACK",Each,88.57,84.14,154.99,2,5051699055784,8714999019,"SAS Wheels 27.5""",WHHASBFK,WHHASBFK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,SAS 27.5 MT Supadrive,"MT Supadrive SB Disc Hub, 32H, (142/135QR) Shimano HG",Black,"27.5""","HALO SAS 27.5"" SDV HG Rr WHL BLK",Each,151.42,143.85,264.99,2,5051699055791,8714999019,"SAS Wheels 27.5""",WHHASBSK,WHHASBSK,Ison
Wheels,"Wheels - 27.5"" (650b)",Halo,SAS 27.5 MT Supadrive,"MT Supadrive SB Disc Hub, 32H, (142/135QR) Sram XD",Black,"27.5""","HALO SAS 27.5"" SDV XD Rr WHL BLK",Each,151.42,143.85,264.99,2,5051699055807,8714999019,"SAS Wheels 27.5""",WHHASBSKX,WHHASBSKX,Ison
Wheels,Wheels - Fatbike,Halo,Tundra 80 Front 135,80mm wide Powdercoated rim on 135/142mm SB Fat bike Hub.,PC Black,"26""",HALO TUNDRA 80 Ft WHL 135 BLK,Each,125.71,119.42,219.99,2,5051699051816,8714999019,"Tundra 26"" Wheels",WHHAT8F3K,WHHAT8F3K,Ison
Wheels,Wheels - Fatbike,Halo,Tundra 80 Front 150,80mm wide Powdercoated rim on 150x15mm SB Fat bike Hub,PC Black,"26""",HALO TUNDRA 80 Ft WHL 150 BLK,Each,125.71,119.42,219.99,2,5051699051823,8714999019,"Tundra 26"" Wheels",WHHAT8F5K,WHHAT8F5K,Ison
Wheels,Wheels - Fatbike,Halo,Tundra 80 Rear 170,80mm wide Powdercoated rim on 170/177mm Shimano 11sp Fat bike Hub,PC Black,"26""",HALO TUNDRA 80 Rr WHL 170 BLK,Each,159.99,151.99,279.99,2,5051699051830,8714999019,"Tundra 26"" Wheels",WHHAT8R7K,WHHAT8R7K,Ison
Wheels,Wheels - Fatbike,Halo,Tundra 80 Rear 170 XD,80mm wide Powdercoated rim on 170/177mm SRAM XD 11sp Fat bike Hub,PC Black,"26""",HALO TUNDRA 80 Rr XD 170 BLK,Each,159.99,151.99,279.99,2,5051699051847,8714999019,"Tundra 26"" Wheels",WHHAT8R7KX,WHHAT8R7KX,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Rear,"27mm deep, Anodised CNC brake surface, SB hub, 32H Fixed/Freewheel",Black,700c,HALO AEROTRACK Rr WHL BLK FW,Each,79.99,75.99,139.99,2,5051699020225,8714999019,Aerotrack 700c Wheels,WHHATTKD,WHHATTKD,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Front,"27mm deep, Anodised CNC brake surface, SB Front hub, 32H",Black,700c,HALO AEROTRACK Ft WHL BLACK,Each,77.14,73.28,134.99,2,5051699020232,8714999019,Aerotrack 700c Wheels,WHHATTKF,WHHATTKF,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Rear,"27mm deep, Anodised CNC brake surface, SB hub, 32H Fixed-HG/Freewheel",Black,700c,HALO AEROTRACK Rr WHL FW-G BLK,Each,88.57,84.14,154.99,2,5051699028184,8714999019,Aerotrack 700c Wheels,WHHATTKQ,WHHATTKQ,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Rear,"27mm deep, Anodised CNC brake surface, SB hub, 32H Fixed/Fixed",Black,700c,HALO AEROTRACK Rr WHL BLK FX,Each,79.99,75.99,139.99,2,5051699020249,8714999019,Aerotrack 700c Wheels,WHHATTKR,WHHATTKR,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Rear,"27mm deep, Anodised CNC brake surface, SB hub, 32H Fixed/Freewheel",Silver,700c,HALO AEROTRACK Rr WHL SIL FW,Each,79.99,75.99,139.99,2,5051699020256,8714999019,Aerotrack 700c Wheels,WHHATTSD,WHHATTSD,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Front,"27mm deep, Anodised CNC brake surface, SB Front hub, 32H",Silver,700c,HALO AEROTRACK Ft WHL SILVER,Each,77.14,73.28,134.99,2,5051699020263,8714999019,Aerotrack 700c Wheels,WHHATTSF,WHHATTSF,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Rear,"27mm deep, Anodised CNC brake surface, SB hub, 32H Fixed/Fixed",Silver,700c,HALO AEROTRACK Rr WHL SIL FX,Each,79.99,75.99,139.99,2,5051699020270,8714999019,Aerotrack 700c Wheels,WHHATTSR,WHHATTSR,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Front,"27mm deep, Powdercoat, NO brake surface, Halo Track SB Front hub, 32H",White,700c,HALO AEROTRACK Ft WHL WHITE,Each,68.57,65.14,119.99,2,5051699020324,8714999019,Aerotrack 700c Wheels,WHHATTWF,WHHATTWF,Ison
Wheels,Wheels - 700c Track,Halo,Aerotrack Rear,"27mm deep, Powdercoat, NO brake surface, SB hub, 32H Fixed HG/Freewheel",White,700c,HALO AEROTRACK Rr WHL FW-G WH,Each,65.71,62.42,115.00,2,5051699028214,8714999019,Aerotrack 700c Wheels,WHHATTWQ,WHHATTWQ,Ison
Wheels,"Wheels - 20"" & BMX",Halo,Sub-4 MXR 20 Front,"3/8"", Double Wall rim on MXR Front BMX Hub, Blk DB Spokes, 32H",Black,"20""","HALO SUB-4 MXR Ft WHL 20"" BLACK",Each,68.57,65.14,119.99,2,5051699066070,8714999019,Sub-4 BMX Race Front Wheel,WHHAUX0FK,WHHAUX0FK,Ison
Wheels,"Wheels - 20"" & BMX",Halo,Sub-4 Wide Boy 20 Front,"3/8"", Double Wall rim on Wide Boy 20mm Front BMX Hub, Blk DB Spokes, 32H",Black,"20""","HALO SUB-4 WBOY-20 Ft WHL 20"" BLACK",Each,71.42,67.85,124.99,2,5051699072910,8714999019,Sub-4 Wideboy BMX Front Wheel,WHHAUX0FK2,WHHAUX0FK2,Ison
Wheels,"Wheels - 20"" & BMX",Halo,Sub-4 MXR 20 Rear Cassette,"3/8"", Double Wall rim on MXR Supadrive Cassette Hub, Blk DB Spokes, 36H",Black,"20""","HALO SUB-4 MXR Rr WHL CASS 20"" BLK",Each,165.71,157.42,289.99,2,5051699066087,8714999019,Sub-4 BMX Race Rear Wheels,WHHAUX0RCK,WHHAUX0RCK,Ison
Wheels,"Wheels - 20"" & BMX",Halo,Sub-4 MXR 20 Rear Disc,"3/8"", Double Wall rim on MXR Supadrive Disc Cassette Hub, Blk DB Spokes, 36H",Black,"20""","HALO SUB-4 MXR Rr WHL DISC 20"" BLK",Each,165.71,157.42,289.99,2,5051699066094,8714999019,Sub-4 BMX Race Rear Wheels,WHHAUX0RDK,WHHAUX0RDK,Ison
Wheels,"Wheels - 20"" & BMX",Halo,Sub-4 MXR 20 Rear Freewheel,"3/8"", Double Wall rim on MXR Freewheel Hub, Blk DB Spokes, 36H",Black,"20""","HALO SUB-4 MXR Rr WHL FW 20"" BLK",Each,79.99,75.99,139.99,2,5051699066100,8714999019,Sub-4 BMX Race Rear Wheels,WHHAUX0RWK,WHHAUX0RWK,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Front,"MT Front Disc Hub, 15x100mm, 32H, Silver DB Spokes",Silver,"26""","HALO VAPOUR35 26"" F100 Ft SILVER",Each,105.71,100.42,184.99,2,5051699075003,8714999019,"Vapour 35 MT 26"" Wheels - Silver",WHHAV36FS,WHHAV36FS,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Front,"MT Front Disc Hub, 15x100mm, 32H, Black DB Spokes",Stealth Black,"26""","HALO VAPOUR35 26"" F100 Ft STLTH",Each,105.71,100.42,184.99,2,5051699075010,8714999019,"Vapour 35 MT 26"" Wheels - Stealth Black",WHHAV36FZ,WHHAV36FZ,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Supadrive,"MT Supadrive 12x142Thru Disc Hub, 32H, Shimano HG, Silver DB Spokes",Silver,"26""","HALO VAPOUR35 26""SDV142 Rr HG SILVER",Each,168.57,160.14,294.99,2,5051699075027,8714999019,"Vapour 35 MT 26"" Wheels - Silver",WHHAV36SSH,WHHAV36SSH,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Supadrive XD,"MT Supadrive 12x142Thru Disc Hub, 32H, Shimano MicroSpline, Silver DB Spokes",Silver,"26""","HALO VAPOUR35 26""SDV142 Rr MS SILVER",Each,168.57,160.14,294.99,2,5051699075034,8714999019,"Vapour 35 MT 26"" Wheels - Silver",WHHAV36SSM,WHHAV36SSM,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Supadrive XD,"MT Supadrive 12x142Thru Disc Hub, 32H, SRAM XD, Silver DB Spokes",Silver,"26""","HALO VAPOUR35 26""SDV142 Rr XD SILVER",Each,168.57,160.14,294.99,2,5051699075041,8714999019,"Vapour 35 MT 26"" Wheels - Silver",WHHAV36SSX,WHHAV36SSX,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Supadrive,"MT Supadrive 12x142Thru Disc Hub, 32H, Shimano HG, Black DB Spokes",Stealth Black,"26""","HALO VAPOUR35 26""SDV142 Rr HG STLTH",Each,168.57,160.14,294.99,2,5051699075058,8714999019,"Vapour 35 MT 26"" Wheels - Stealth Black",WHHAV36SZH,WHHAV36SZH,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Supadrive XD,"MT Supadrive 12x142Thru Disc Hub, 32H, Shimano MicroSpline, Black DB Spokes",Stealth Black,"26""","HALO VAPOUR35 26""SDV142 Rr MS STLTH",Each,168.57,160.14,294.99,2,5051699075065,8714999019,"Vapour 35 MT 26"" Wheels - Stealth Black",WHHAV36SZM,WHHAV36SZM,Ison
Wheels,"Wheels - 26""",Halo,Vapour 35 26 MT Supadrive XD,"MT Supadrive 12x142Thru Disc Hub, 32H, SRAM XD, Black DB Spokes",Stealth Black,"26""","HALO VAPOUR35 26""SDV142 Rr XD STLTH",Each,168.57,160.14,294.99,2,5051699075072,8714999019,"Vapour 35 MT 26"" Wheels - Stealth Black",WHHAV36SZX,WHHAV36SZX,Ison
Wheels,"Wheels - 29""",Halo,Vapour 35 29 MT2 Boost Front,"MT2 Disc Hub - 15x110mm,32H, Silver DB Spokes",Silver,"29""","HALO VAPOUR35 29"" B110 Ft SILVER",Each,105.71,100.42,184.99,2,5051699075249,8714999019,"Vapour 35 MT 29"" Boost Wheels - Silver",WHHAV39BS,WHHAV39BS,Ison
Wheels,"Wheels - 29""",Halo,Vapour 35 29 MT2 Boost Front,"MT2 Disc Hub - 15x110mm,32H, Black DB Spokes",Stealth Black,"29""","HALO VAPOUR35 29"" B110 Ft STLTH",Each,105.71,100.42,184.99,2,5051699052936,8714999019,"Vapour 35 Stealth MT 29"" Boost Wheels",WHHAV39BZ,WHHAV39BZ,Ison
Wheels,"Wheels - 29""",Halo,Vapour 35 29 MTC Boost Front,"MTC Centerlock Disc Hub - 15x110mm, 32H, Silver DB Spokes",Silver,"29""","HALO VAPOUR35 29""MTC B110 Ft SILVER",Each,108.57,103.14,189.99,2,5051699071579,8714999019,"Vapour 35 MTC 29"" Boost Wheels - Silver",WHHAV39CS,WHHAV39CS,Ison
Wheels,"Wheels - 29""",Halo,Vapour 35 29 MTC Boost Front,"MTC Centerlock Disc Hub - 15x110mm, 32H, Black DB Spokes",Stealth Black,"29""","HALO VAPOUR35 29""MTC B110 Ft STLTH",Each,108.57,103.14,189.99,2,5051699067817,8714999019,"Vapour 35 MTC 29"" Boost Wheels",WHHAV39CZ,WHHAV39CZ,Ison
Wheels,"Wheels - 29""",Halo,Vapour 35 29 MT Front,"MT Front Disc Hub, 15x100mm, 32H, Black DB Spokes",Stealth Black,"29""","HALO VAPOUR35 29"" SD6F Ft STLTH",Each,105.71,100.42,184.99,2,5051699052950,8714999019,"Vapour 35 Stealth MT 29"" Non-boost Wheels",WHHAV39FZ,WHHAV39FZ,Ison
